id_lieu;type_de_tournage;titre;realisateur_ice;societe_de_production;localisation_de_la_scene;code_postal;date_de_debut;date_de_fin;longitude;latitude
2017-1411;Série TV;POTOMAC st merri et invalides 2606;Dan Sackheim;FROGGIE PRODUCTION;rue de la verrerie, 75004 paris;75004;2017-06-30;2017-07-01;2.35539005;48.85701442
2019-979;Série TV;VAMPIRES;VLADIMIR DE FONTENAY/MARIE MONGE;TETRA MEDIA FICTION;43 boulevard de courcelles, 75008 paris;75008;2019-08-02;2019-08-06;2.30539993;48.87945651
2017-429;Série TV;Une famille Formidable - saison 14;Miguel Courtois;Panama productions;18 place maubert, 75005 paris;75005;2017-08-30;2017-08-30;2.34844789;48.85039307
2017-1416;Long métrage;La Ch'tite famille;;Pathé Films Service;rue de birague, 75004 paris;75004;2017-06-26;2017-06-27;2.36490081;48.85402799
2019-653;Série TV;VALIDÉ;FRANCK GASTAMBIDE;MANDARIN TELEVISION;62 quai de la marne, 75019 paris;75019;2019-06-14;2019-06-16;2.38688678;48.89169962
2017-597;Série TV;FIND ME IN PARIS 3;MATT BLOOM et RANDALL THORN;COTTONWOOD MEDIA;rue richer, 75009 paris;75009;2017-09-27;2017-09-27;2.34652207;48.87403249
2017-1422;Série TV;ALICE NEVERS;STEPHAN KOPECKY;ego productions;port de solférino, 75007 paris;75007;2017-01-19;2017-01-19;2.32562886;48.86102498
2018-1411;Série TV;CANTABILE YOUTH;CHUN CHIEH;KOMEDIA FRANCE;105 quai de valmy, 75010 paris;75010;2018-11-23;2018-11-23;2.36283369;48.87478017
2017-610;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;quai de l'horloge, 75001 paris;75001;2017-10-09;2017-10-09;2.34499921;48.85666331
2017-1608;Long métrage;AMANDA;Mikhael Hers;Nord-Ouest films;82 rue sedaine, 75011 paris;75011;2017-08-10;2017-08-10;2.37909728;48.85889451
2016-767;Long métrage;MES TRESORS;PASCAL BOURDIAUX;RADAR FILMS;2BIS  AVENUE  FOCH/LE DUPLEX;75016;2016-02-12;2016-02-12;2.292556;48.873669
2017-490;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue aubriot, 75004 paris;75004;2017-10-16;2017-10-16;2.35696973;48.85845512
2017-1609;Long métrage;AMANDA;Mikhael Hers;Nord-Ouest films;29 boulevard de l'hôpital, 75013 paris;75013;2017-08-08;2017-08-08;2.3630065;48.84093157
2016-782;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;PONT  DES ARTS;75001;2016-10-20;2016-10-20;2.33838;48.863109
2017-822;Long métrage;SUN;Jonathan Desoindre;Rouge International;5 rue des innocents, 75001 paris;75001;2017-11-09;2017-11-09;2.34786332;48.86037539
2017-1518;Téléfilm;LE REVE FRANCAIS;Christian Faure;ELOA PROD;37 rue du faubourg du temple, 75010 paris;75010;2017-01-23;2017-01-23;2.36829363;48.86915011
2016-784;Série TV;LIANG SHENG;LIU CHUN-CHIEN;KANZAMAN FRANCE;PLACE  IGOR STRAVINSKY;75004;2016-12-13;2016-12-13;2.351419;48.859772
2017-835;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;49 boulevard de picpus, 75012 paris;75012;2017-10-20;2017-10-20;2.4017594300000003;48.84446959
2017-1554;Long métrage;Un homme pressé;;Albertine Productions;place des etats-unis, 75116 paris;75116;2017-07-11;2017-07-12;2.29265813;48.86819003
2016-2316;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;RUE  LE BRUN/AVENUE DES GOBELINS;75013;2016-04-20;2016-04-20;2.353281;48.834848
2017-838;Série TV;Vingt-cinq;Bryan Marciano;ELIPH PRODUCTIONS;48 avenue de saint-mandé, 75012 paris;75012;2017-10-20;2017-10-20;2.40163742;48.84483653
2017-1312;Long métrage;Eiffel i'm in love 2;Rizal Mantovani;IFILMFRANCE;9 rue vauvilliers, 75001 paris;75001;2017-06-09;2017-06-09;2.3432726;48.86171945
2016-2319;Long métrage;L'EMBARRAS DU CHOIX;ERIC DELAVAINE;SOMBRERO PRODUCTIONS;15  RUE  SAINT BLAISE/CAFE LUMIERE;75020;2016-07-22;2016-07-29;2.405032;48.859632
2017-847;Long métrage;SUN;Jonathan Desoindre;Rouge International;76 boulevard de la chapelle, 75018 paris;75018;2017-11-06;2017-11-06;2.35403063;48.88426157
2017-1350;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;rue andré del sarte, 75018 paris;75018;2017-07-20;2017-07-21;2.34644755;48.885764
2016-2325;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;45  RUE  DE BELLECHASSE;75005;2016-10-17;2016-10-18;2.344075;48.851758
2017-864;Long métrage;Le Suicide d'Emma Peeters;Nicole Palo;TAKE FIVE sprl;2 rue de l'abreuvoir, 75018 paris;75018;2017-11-14;2017-11-14;2.33960295;48.88798857
2017-1358;Long métrage;L'extraordinaire voyage du Fakir;Ken Scott;Brio Films;20 avenue rachel, 75018 paris;75018;2017-07-17;2017-07-17;2.33106295;48.88538876
2016-2333;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;RUE  ARSENE HOUSSAYE;75008;2016-04-26;2016-04-26;2.299197;48.874418
2017-876;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);place marcel aymé, 75018 paris;75018;2017-11-09;2017-11-10;2.33797543;48.88756144
2017-1711;Long métrage;AMI, AMI;VICTOR SAINT MACARY;NORD-OUEST FILMS;10 rue papillon, 75009 paris;75009;2017-02-16;2017-02-16;2.3473898699999998;48.87620042
2016-2344;Long métrage;LOUE MOI;VIRGINE SCSWARTZ;MY FAMILY;1  RUE  DE BRETAGNE;75003;2016-11-09;2016-11-09;2.364326;48.861922
2017-882;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);rue de l'abreuvoir, 75018 paris;75018;2017-11-09;2017-11-09;2.33912305;48.88817726
2017-1721;Long métrage;d'après une histoire vraie;;WY Productions;35 boulevard de courcelles, 75008 paris;75008;2017-01-26;2017-01-26;2.31123909;48.88051652
2016-2348;Long métrage;SOUS LE MEME TOIT;DOMINIQUE FARRUGIA;EUROPA CORP;19  AVENUE  KLEBER/THE PENINSULA;75016;2016-08-08;2016-08-08;2.293316;48.871009
2017-795;Série Web;Arthur dans la foret;Pierre-André Lhomme;WONDERCORP;place de la porte de versailles, 75015 paris;75015;2017-11-09;2017-11-09;2.2875888;48.83239617
2017-1735;Long métrage;Des Lunettes Noires;Claire Denis;CURIOSA FILMS;9 rue de la grange aux belles, 75010 paris;75010;2017-02-15;2017-02-15;2.36490305;48.87379415
2016-2377;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  DE BEARN;75003;2016-02-26;2016-02-26;2.366075;48.857298
2017-959;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);19 rue de mont-louis, 75011 paris;75011;2017-11-15;2017-11-18;2.38908142;48.85839555
2017-1742;Série TV;LIKE ME saison 2;Romuald Boulanger;R-LINES PRODUCTIONS;11 rue meynadier, 75019 paris;75019;2017-02-23;2017-02-23;2.38321128;48.88355004
2020-855;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;4 rue baste, 75019 paris;75019;2020-11-17;2020-11-17;2.37421372;48.88117584
2017-725;Long métrage;AU BOUT DES DOIGTS;LUDOVIC BERNARD;RECIFILMS;51 rue de lancry, 75010 paris;75010;2017-10-18;2017-10-19;2.36208293;48.87157971
2017-1623;Long métrage;AMI, AMI;VICTOR SAINT MACARY;NORD-OUEST FILMS;21 rue des fêtes, 75019 paris;75019;2017-01-23;2017-01-23;2.39242161;48.87669399
2020-858;Long métrage;Mes Très Chers Enfants;Alexandra Leclère;Les Films du 24;102b rue de bagnolet, 75020 paris;75020;2020-11-17;2020-11-17;2.4029222;48.85947032
2017-729;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue pierre et marie curie, 75005 paris;75005;2017-10-25;2017-10-25;2.34521182;48.8443319
2018-68;Long métrage;MAYA;MIA Hansen-Love;LES FILMS PELLEAS;19 rue muller, 75018 paris;75018;2018-01-18;2018-01-18;2.34551952;48.88641782
2020-881;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;1 rue de chaillot, 75116 paris;75116;2020-11-18;2020-11-19;2.29555499;48.8657295
2017-735;Long métrage;VOLTAIRE;Stephen Woolfenden;PENINSULA FILM;rue de tournon, 75006 paris;75006;2017-10-12;2017-10-12;2.3372796;48.84970292
2018-69;Long métrage;MAYA;MIA Hansen-Love;LES FILMS PELLEAS;86 rue du faubourg saint-honoré, 75008 paris;75008;2018-01-18;2018-01-18;2.31706691;48.87077071
2020-897;Série TV;L'AMOUR FLOU, LA SÉRIE;ROMANE BOHRINGER;ESCAZAL FILMS;3 rue notre-dame de bonne nouvelle, 75002 paris;75002;2020-11-17;2020-11-17;2.34962871;48.8695126
2017-751;Long métrage;2 Fils (Nouvelle Demande Décor Librairie / Journées interverties);Félix MOATI;NORD OUEST FILMS;rue du faubourg du temple, 75011 paris;75011;2017-10-19;2017-10-19;2.37006242;48.869698
2018-87;Téléfilm;Presunto Culpable;Alejandro Bazzano;Production Service;1 rue de l'alboni, 75016 paris;75016;2018-01-26;2018-01-26;2.28621849;48.8569069
2016-837;Série TV;ALICE NEVERS, LE JUGE EST UNE FEMME/84 ET 85;ERIC LE ROUX;EGO PRODUCTION;RUE  MOUFFETARD;75005;2016-10-05;2016-10-06;2.349646;48.842184
2017-1198;Long métrage;LOVE ADDICT;Frank BELLOCQ;MY FAMILY;7 rue du bourg l'abbé, 75003 paris;75003;2017-05-29;2017-05-30;2.35200433;48.86392062
2018-91;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);route des tribunes, 75016 paris;75016;2018-01-25;2018-01-26;2.22901914;48.8543834
2016-838;Série TV;THE AFFAIR;JEFFREY REINER;GEM FILMS;RUE  DE L'ECHAUDE;75006;2016-12-02;2016-12-02;2.336075;48.854042
2017-1211;Long métrage;LOVE ADDICT;Frank BELLOCQ;MY FAMILY;13 rue jules vallès, 75011 paris;75011;2017-05-30;2017-05-30;2.38499756;48.85388839
2018-116;Long métrage;MAIS VOUS ETES FOUS;Audrey DIWAN;RECTANGLE PRODUCTIONS;136 rue lamarck, 75018 paris;75018;2018-02-12;2018-02-14;2.33210899;48.89091973
2016-850;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;4  BOULEVARD  DU PALAIS/PALAIS DE JUSTICE;75001;2016-07-25;2016-07-29;2.345992;48.855732
2017-1212;Long métrage;GARDE ALTERNEE;ALEXANDRA LECLERE;PAN EUROPEENNE;pont louis-philippe, 75004 paris;75004;2017-05-26;2017-05-27;2.35467939;48.85411246
2017-1568;Série TV;Killing Eve;Harry Bradbeer;GEM Films;19 boulevard de magenta, 75010 paris;75010;2017-07-25;2017-07-25;2.36091707;48.87057929
2016-867;Long métrage;WAR MACHINE;DAVID MICHOD;FIRSTEP;PARC  DU CHAMP DE MARS;75007;2016-01-30;2016-01-30;2.304772;48.854395
2017-1217;Série TV;LEBOWITZ CONTRE LEBOWITZ 2;;CHABRAQUE PRODUCTIONS;47 rue mirabeau, 75016 paris;75016;2017-06-12;2017-06-12;2.26820582;48.84561624
2017-1581;Série TV;THE ROMANOFFS;MATTHEW WEINER;GEM FILMS;139 rue mouffetard, 75005 paris;75005;2017-07-26;2017-07-26;2.34983494;48.83983818
2016-869;Long métrage;SI J'ETAIS UN HOMME;AUDREY DANA;CURIOSA FILMS;RUE  DU COMMERCE;75015;2016-03-29;2016-03-29;2.295433;48.846366
2017-804;Long métrage;SUN;Jonathan Desoindre;Rouge International;75 boulevard de magenta, 75010 paris;75010;2017-10-27;2017-10-27;2.35653758;48.87547199
2017-1591;Long métrage;The White Crow;Ralph Fiennes;Montebello Productions;place de la république, 75011 paris;75011;2017-08-19;2017-08-19;2.36479185;48.86635144
2016-886;Long métrage;LA NIAQUE;CHAD CHENOUGA;TS PRODUCTIONS;RUE  RAMBUTEAU;75001;2016-04-25;2016-04-25;2.348046;48.86253
2017-1114;Long métrage;Les Joueurs;;The Film;84 rue de clichy, 75009 paris;75009;2017-12-18;2017-12-18;2.32779854;48.88310603
2018-371;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;rue du général blaise, 75011 paris;75011;2018-03-26;2018-03-26;2.37857802;48.86146994
2016-890;Long métrage;LUMIERE AMOUREUSE;FRANCHIN DOM;KOI FILMS;PONT  LOUIS PHILIPPE;75004;2016-06-13;2016-06-13;2.355793;48.855368
2017-916;Long métrage;Synonymes;Nadav Lapid;SBS FILMS;68 avenue de saint-ouen, 75018 paris;75018;2017-11-14;2017-11-14;2.32710175;48.89149138
2017-1650;Long métrage;AMANDA;Mikhael Hers;Nord-Ouest films;149 rue de charenton, 75012 paris;75012;2017-08-05;2017-08-05;2.3823346499999998;48.84506603
2016-2385;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;PLACE  SAINT GERMAIN DES PRES;75006;2016-08-17;2016-08-17;2.333248;48.854352
2017-919;Long métrage;Synonymes;Nadav Lapid;SBS FILMS;10 rue etex, 75018 paris;75018;2017-11-15;2017-11-15;2.32851619;48.89053914
2017-1653;Long métrage;L'Envers du Decors;Daniel Auteuil;Curiosa;165 boulevard saint-germain, 75006 paris;75006;2017-09-13;2017-09-13;2.33138176;48.85403763
2016-2402;Série TV;LES HOMMES DE L'OMBRE;FRED GARSON;MACONDO;41  RUE  DE CHAZELLES;75017;2016-02-12;2016-02-12;2.306182;48.880924
2017-1138;Téléfilm;LA VIE SAUVE;MARION LAINE;CAMINANDO PRODUCTIONS;place de la porte de saint-cloud, 75016 paris;75016;2017-12-27;2017-12-28;2.25699931;48.83842687
2017-1664;Long métrage;ENCHANTEES;Saphia Azzedine et François-Régis Jeanne;CAPTURE THE FLAG FILMS;parvis maurice druon, 75007 paris;75007;2017-08-08;2017-08-09;2.31983481;48.85864595
2016-2426;Long métrage;NOS ANNEES FOLLES;ANDRE TECHINE;ARPROD;17  QUAI  D'ANJOU/HOTEL DE LAUZUN;75004;2016-09-06;2016-09-06;2.354243;48.854811
2017-1161;Long métrage;Tout le monde debout;Franck Dubosc;Gaumont C/o Gaumont Production;9 avenue hoche, 75008 paris;75008;2017-05-24;2017-05-24;2.30375968;48.8772123
2017-1667;Long métrage;LES BEAUX ESPRITS;VIANNEY LEBASQUE;MES PRODUCTIONS;11 place du colonel fabien, 75010 paris;75010;2017-08-31;2017-08-31;2.36962435;48.87829261
2016-2433;Long métrage;CA C'EST LA FAMILLE;TEDDY LUSSI MODESTE;KAZAK PRODUCTIONS;120  BOULEVARD  DE ROCHECHOUART;75018;2016-09-05;2016-09-05;2.340149;48.8823
2017-1257;Long métrage;La ch'tite famille;;PATHE FILMS SERVICES;rue léon vaudoyer, 75007 paris;75007;2017-06-12;2017-06-13;2.30881481;48.84862049
2018-4;Série TV;Jeux d'Influence;Jean-Xavier DE LESTRADE;WHAT'S UP FILMS;33 quai de bourbon, 75004 paris;75004;2018-01-09;2018-01-10;2.35416751;48.85332292
2016-2436;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;BOULEVARD  AUGUSTE BLANQUI;75013;2016-04-16;2016-04-16;2.348162;48.830203
2017-1031;Série TV;New Horizon (additif 2);;Comme une image;quai de l'hôtel de ville, 75004 paris;75004;2017-11-27;2017-11-28;2.3527899899999998;48.85521218
2018-6;Série TV;PHILHARMONIA;LOUIS CHOQUETTE;MERLIN PRODUCTIONS;2 rue des pyramides, 75001 paris;75001;2018-01-09;2018-01-09;2.33250149;48.86405759
2016-2450;Long métrage;AMANT DOUBLE;FRANCOIS OZON;MANDARIN FILMS;10  RUE  ALLET STEVENS;75016;2016-10-27;2016-10-27;2.266094;48.854901
2017-1397;Long métrage;MRS MILLS;sophie marceau;les films du Cap;place jacques rueff, 75007 paris;75007;2017-07-03;2017-07-03;2.297606;48.85570324
2018-10;Série TV;ENGRENAGES S7;Frédéric JARDIN;Son et Lumière;place rhin et danube, 75019 paris;75019;2018-03-12;2018-03-12;2.39324502;48.88213597
2016-2469;Long métrage;NOS ANNEES FOLLES;ANDRE TECHINE;ARPROD;PARC  DE BAGATELLE;75016;2016-09-13;2016-09-13;2.247866;48.870467
2017-1420;Long métrage;UN PEUPLE ET SON ROI;PIERRE SCHOELLER;ARCHIPEL35;quai des tuileries, 75001 paris;75001;2017-07-04;2017-07-04;2.32515012;48.86242727
2018-178;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;174 boulevard saint-germain, 75006 paris;75006;2018-03-05;2018-03-05;2.332355;48.85418208
2020-920;Série TV;30 Vies;Slimane-Baptiste BERHOUN;Fiction'Air;rue marguerite long, 75017 paris;75017;2020-12-03;2020-12-03;2.30285221;48.89227396
2017-1180;Série TV;LEBOWITZ CONTRE LEBOWITZ 2;Olivier Barma;CHABRAQUE PRODUCTIONS;quai de jemmapes, 75010 paris;75010;2017-06-01;2017-06-01;2.36463505;48.87597364
2018-195;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue de seine, 75006 paris;75006;2018-03-05;2018-03-05;2.33649808;48.85722865
2020-921;Série TV;30 Vies;Slimane-Baptiste BERHOUN;Fiction'Air;rue marguerite long, 75017 paris;75017;2020-12-08;2020-12-08;2.30285221;48.89227396
2017-1519;Long métrage;Cold war;Pawel PAWLIKOWSKI;Philippe Lelièvre;13 rue malebranche, 75005 paris;75005;2017-07-18;2017-07-19;2.34221783;48.84641355
2018-391;Série TV;WHISKEY CAVALIER;Peter Atencio;PENINSULA TELEVISION;rue edmond valentin, 75007 paris;75007;2018-03-31;2018-03-31;2.30121377;48.85963901
2020-926;Long métrage;ROBUSTE;CONSTANCE MEYER;DHARAMSALA;place de mexico, 75116 paris;75116;2020-12-03;2020-12-03;2.28320187;48.86561083
2017-1532;Long métrage;SAUVER OU PERIR;FREDERIC TELLIER;SINGLE MAN PRODUCTIONS;rue andré antoine, 75018 paris;75018;2017-07-11;2017-07-12;2.33794792;48.88373979
2018-394;Long métrage;MON BEBE;LISA AZUELOS;LOVE IS IN THE AIR;boulevard de reuilly, 75012 paris;75012;2018-04-10;2018-04-10;2.39494495;48.83955987
2020-957;Long métrage;Down In Paris;Antony Hickling;HICKLING AND ALLEN FILMS;19 rue dieu, 75010 paris;75010;2020-11-21;2020-11-21;2.36516728;48.87071765
2017-1442;Long métrage;Un couteau dans le coeur;;CG Cinéma;44 rue pasquier, 75008 paris;75008;2017-07-04;2017-07-05;2.32394372;48.87482465
2018-408;Série TV;LE BUREAU DES LÉGENDES S4;Eric Rochant - Pascale Ferran - Anna Novion - Leila Marrakchi;THE OLIGARCHS PRODUCTIONS;3 boulevard edgar quinet, 75014 paris;75014;2018-04-02;2018-04-02;2.32766042;48.83996706
2020-963;Long métrage;ROBUSTE;CONSTANCE MEYER;DHARAMSALA;cours de vincennes, 75020 paris;75020;2020-12-02;2020-12-02;2.40783865;48.84765905
2017-1465;Long métrage;Plaire...;Christophe Honoré;LES FILMS PELLEAS Plaire...;24 rue guynemer, 75006 paris;75006;2017-08-02;2017-08-03;2.3323009199999998;48.84685937
2018-432;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;rue de rochechouart, 75009 paris;75009;2018-04-04;2018-04-04;2.34576543;48.87937732
2020-965;Long métrage;La Menace;Philippe Le Guay;Les Films Des Tournelles;4 rue des feuillantines, 75005 paris;75005;2020-12-01;2020-12-01;2.34303733;48.84149707
2017-1310;Long métrage;Eiffel i'm in love 2;Rizal Mantovani;IFILMFRANCE;rue saint-eleuthère, 75018 paris;75018;2017-06-08;2017-06-09;2.34143025;48.88586926
2018-443;Série TV;DIX POUR CENT - SAISON 3;;MON VOISIN PRODUCTION;place des vosges, 75004 paris;75004;2018-04-05;2018-04-06;2.36490507;48.85633347
2020-971;Long métrage;Vous n'aurez pas ma haine;Kilian Riedhof;HAUT ET COURT;place des ternes, 75017 paris;75017;2020-12-10;2020-12-10;2.29784175;48.87823627
2017-1686;Série TV;JUSTE UN REGARD;LUDOVIC COLBEAU-JUSTIN;VAB;rue le bua, 75020 paris;75020;2017-01-16;2017-01-16;2.4037604200000002;48.86728465
2018-136;Long métrage;MON INCONNUE;HUGO GÉLIN;ZAZI FILMS;4b avenue hoche, 75008 paris;75008;2018-02-14;2018-02-15;2.30397924;48.87770896
2020-990;Série TV;PLAN B;Christophe CAMPOS;Gaumont Production Télévision;avenue hussein 1er de jordanie, 75116 paris;75116;2020-12-03;2020-12-03;2.28906637;48.86174998
2017-1699;Long métrage;REMISE DE PEINE;Pierre Salvadori;LES FILMS PELLEAS REMISE DE PEINE;27 rue du capitaine marchal, 75020 paris;75020;2017-01-26;2017-01-26;2.40486612;48.86718505
2018-340;Long métrage;Andy;Julien Weill;My Family;113 rue de rivoli, 75001 paris;75001;2018-03-21;2018-03-21;2.33144112;48.86383467
2016-904;Série TV;LOULOU;LEO KARMANN;LA ONDA PRODUCTIONS;BOIS*  DE BOULOGNE;75016;2016-05-23;2016-05-23;2.286885;48.875133
2017-1720;Long métrage;d'après une histoire vraie;;WY Productions;243 boulevard raspail, 75014 paris;75014;2017-01-30;2017-01-30;2.33111787;48.83866933
2018-352;Série TV;Engrenages S7.4;Frédéric Jardin;Son et Lumière;6 quai de l'allier, 75019 paris;75019;2018-03-23;2018-03-23;2.38237518;48.89954388
2016-925;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;RUE  VICTOR COUSIN;75005;2016-08-03;2016-08-03;2.3423410000000002;48.847767
2017-1732;Long métrage;BIG BANG;CECILIA ROUAUD;FIRELIGHT;rue gustave goublier, 75010 paris;75010;2017-02-22;2017-02-22;2.35628402;48.87076001
2018-366;Long métrage;PLAY;Anthony Marciano;Chapter 2;120 rue saint-denis, 75002 paris;75002;2018-03-22;2018-03-22;2.35029808;48.8646014
2016-957;Long métrage;JEUNE FEMME;LEONOR SERRAILLE;BLUE MONDAY PRODUCTIONS;62  BOULEVARD  DE CLICHY;75018;2016-02-18;2016-02-18;2.334619;48.883412
2017-1734;Long métrage;Des Lunettes Noires;Claire Denis;CURIOSA FILMS;9 rue de la grange aux belles, 75010 paris;75010;2017-02-14;2017-02-14;2.36490305;48.87379415
2018-201;Série TV;DIX POUR CENT SAISON 3;Antoine Garceau et Marc Fitoussi;MON VOISIN PRODUCTION;rue du dragon, 75006 paris;75006;2018-03-05;2018-03-05;2.33051451;48.85291349
2016-2483;Long métrage;H4-93;OLIVIER AYACHE VIDAL;L'ATELIER DE PRODUCTION;1  RUE  DESCARTES;75005;2016-10-10;2016-10-10;2.348593;48.847466
2017-1620;Long métrage;voyez comme on danse;Michel Blanc;les films du 24;2 rue de l'hôtel saint-paul, 75004 paris;75004;2017-08-28;2017-08-28;2.36353569;48.85393526
2018-215;Long métrage;L'Enfant Roi;Antoine DE BARY;ICONOCLAST FILMS;42 rue etienne dolet, 75020 paris;75020;2018-02-26;2018-02-27;2.38622337;48.86821566
2016-2495;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;PLACE  DU MARCHE SAINTE CATHERINE;75004;2016-02-26;2016-02-26;2.362691;48.855545
2017-1471;Long métrage;La finale;Robin Sykes;2425 FILMS;2 place d'anvers, 75009 paris;75009;2017-07-17;2017-07-17;2.34495622;48.88201121
2018-217;Série TV;Munch  saison 2;Nicolas Guicheteau;EXILENE;1 parvis notre-dame place jean-paul ii, 75004 paris;75004;2018-02-28;2018-02-28;2.34834717;48.8539284
2016-2522;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;BOULEVARD  DE CLICHY;75018;2016-03-09;2016-03-09;2.333761;48.883667
2017-1476;Long métrage;L'échappée 2;Mathias Pardo;CHIFOUMI PRODUCTIONS;44 boulevard de la villette, 75019 paris;75019;2017-07-12;2017-07-13;2.37525331;48.8740954
2018-510;Série TV;EGLANDINE;FLO BER;STUDIO BAGEL;5 place paul verlaine, 75013 paris;75013;2018-04-23;2018-04-23;2.35248195;48.82742952
2016-2530;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;17  RUE  DE LA SORBONNE;75005;2016-08-26;2016-08-26;2.343134;48.848896
2017-1490;Long métrage;À jamais fidèle;cheyenne carron;Hesiode Productions;5 rue planchat, 75020 paris;75020;2017-08-25;2017-08-25;2.3992096;48.85197616
2018-723;Série TV;Vernon Subutex;Cathy Verney;TETRA MEDIA FICTION;cours la reine, 75008 paris;75008;2018-06-13;2018-06-14;2.31366497;48.86466904
2016-2547;Série TV;STAY WITH ME;XIANCHENG DENG;PARIS 818 MEDIA;PONT  AU DOUBLE;75005;2016-04-01;2016-04-01;2.35253;48.84098
2018-92;Série TV;LRDM - Patriot season 2;Steven Conrad;NW2018 (c/o Firstep);route de sèvres à neuilly, 75016 paris;75016;2018-01-24;2018-01-26;2.23695893;48.85906756
2018-520;Téléfilm;Tu vivras ma fille;Gabriel Aghion;GMT PRODUCTIONS;2 avenue du colonel bonnet, 75016 paris;75016;2018-04-24;2018-04-24;2.27918469;48.85485958
2016-2576;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  DE L'ABREUVOIR;75018;2016-05-27;2016-05-27;2.338886;48.888211
2018-119;Long métrage;LES BONNES INTENTIONS;GILLES LEGRAND;EPITHETE FILMS;56 rue de caumartin, 75009 paris;75009;2018-02-21;2018-02-21;2.32855504;48.87457413
2018-634;Série TV;Shadowhunters;Matt Hastings;Froggie Production;place saint-sulpice, 75006 paris;75006;2018-05-17;2018-05-18;2.33275721;48.85053662
2020-1041;Téléfilm;Les héritiers;Jean Marc Brondolo;SEPTEMBRE PRODUCTIONS;11 rue de la trémoille, 75008 paris;75008;2020-12-08;2020-12-08;2.30319883;48.86726433
2018-127;Long métrage;LA LUTTE DES CLASSES;Michel Leclerc;KARE PRODUCTIONS;rue meynadier, 75019 paris;75019;2018-02-22;2018-02-22;2.3825203200000002;48.88286631
2018-640;Série TV;Munch  saison 2;frederic Berthe;EXILENE;rue d'aumale, 75009 paris;75009;2018-05-30;2018-05-30;2.33567351;48.87827194
2020-1050;Long métrage;A NOS AGES;ROBIN SYKES;2425 FILMS;9 avenue hoche, 75008 paris;75008;2020-12-16;2020-12-17;2.30375968;48.8772123
2017-1566;Long métrage;Un homme pressé;;Albertine Productions;avenue de la bourdonnais, 75007 paris;75007;2017-07-17;2017-07-17;2.29518449;48.86082447
2018-673;Série TV;Vernon Subutex;;TETRA MEDIA FICTION;33 avenue secrétan, 75019 paris;75019;2018-05-25;2018-05-25;2.37358945;48.88123914
2020-1064;Téléfilm;FUGUEUSE - SEMAINE 10 SUR 12;JEROME CORNUAU;VEMA PRODUCTION;1 square delambre, 75014 paris;75014;2020-12-15;2020-12-15;2.32736824;48.84145988
2018-372;Série TV;Can't Buy me love;Noémie Saglio - Renaud Bertrand;Unrated Studio;2 rue turgot, 75009 paris;75009;2018-03-30;2018-03-30;2.34563865;48.87988847
2018-474;Long métrage;PLAY;ANTHONY MARCIANO;CHAPTER 2;61 avenue de breteuil, 75007 paris;75007;2018-04-10;2018-04-10;2.31222807;48.84817226
2016-1002;Long métrage;FREED;JAMES FOLEY;PENINSULA FILM;RUE  SCRIBE;75002;2016-07-18;2016-07-19;2.347594;48.865085
